text,category
If my identy verifacation hasn't gone through can I use my account?,why_verify_identity
I need to make several disposable cards per day.,disposable_card_limits
How quickly can you get me my card?,card_delivery_estimate
"After the transfer, the balance did not update.",balance_not_updated_after_bank_transfer
When should I expect to receive my card?,card_delivery_estimate
What retailers accept my card?,card_acceptance
"So, I see a strange fee that I've never seen before after making an online purchase from abroad. I was under the impression transfers could be made for free. I don't think this seems fair.",transfer_fee_charged
I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now?,wrong_amount_of_cash_received
I was double charged,transaction_charged_twice
My card activation is failing.,activate_my_card
"Your service is terrible,.  Delete my account,",terminate_account
The ATM sucked my card in.,card_swallowed
Is it possible for me to get money out in a different currency?,receiving_money
What form of payments can I use for topping up?,top_up_by_cash_or_cheque
What if my top up is reverted?,top_up_reverted
"My American express works with my apple pay, why is top up not working?",apple_pay_or_google_pay
Why is the exchange rate wrong when I purchase something abroad?,card_payment_wrong_exchange_rate
How fast can I transfer something from China?,transfer_timing
Why won't the machine accept my card anymore?,card_not_working
The app says I got cash from an ATM but I didn't,cash_withdrawal_not_recognised
Can someone help me unblock my pin?,pin_blocked
i transfered however its still pending,pending_transfer
Can I get cash with this card anywhere?,atm_support
"Hi, Last week I have contacted the seller for a refund as directed by you, but i have not received the money yet. Please look into this issue with seller and help me in getting the refund.",Refund_not_showing_up
Are cards available in the EU?,country_support
Topping up my card is not working because I believe the top up is pending,pending_top_up
What commission do you take for currency exchage?,exchange_charge
The app does not recognize who I am.,unable_to_verify_identity
What do I do to verify my source of funds?,verify_source_of_funds
What are the steps I need to do if I have a stolen card?,lost_or_stolen_card
"in china, need new card",card_about_to_expire
I transferred some money to my mom 2 days ago and she has not received it. I double checked the information and it looks right. Can you help me?,transfer_not_received_by_recipient
Can you tell me the ATMs I can use with my card?,atm_support
How do I use the disposable cards?,get_disposable_virtual_card
Can I change my PIN?,change_pin
My statement shows and extra 1$ that was charged to it and I would like to know why.,extra_charge_on_statement
I'm interested in what your exchange rates are based on.,exchange_rate
My passcode doesn't work,passcode_forgotten
"If I lost my phone, how can I stop someone from accessing my account through the app?",lost_or_stolen_phone
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,transfer_not_received_by_recipient
How limited is a virtual card?,disposable_card_limits
Is there a top-up limit?,top_up_limits
"I am having trouble doing a transfer. A ""Decline "" message appears after making the transfer.",declined_transfer
How can i reset my passcode ?,passcode_forgotten
Could you tell me about the restrictions that are on the disposable cards?,disposable_card_limits
Has my card been lost in delivery?,card_arrival
"Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",cancel_transfer
"Although I am not located in the UK area, may i still receive a card?",country_support
"I just did a transfer, but don't see the money in my account. What's up?",transfer_timing
how much can i top up?,top_up_limits
Unknowingly to me the payment sent to seller has been redeposied back in my account. I do not know why it would take out the payment and then put it back in my account. Can you resolve this as soon as possible?,reverted_card_payment?
What is the delivery time to the US?,card_delivery_estimate
i put money on my card and i dont see it on the balance,pending_top_up
I did a money transaction and the recipient doesn't see it,transfer_not_received_by_recipient
"I used to know my password, but not anymore.",passcode_forgotten
Why am I being charged certain fees? I noticed a fee after I withdrew some money for groceries earlier today.,cash_withdrawal_charge
I need to exchange foreign currency will i be charged?,exchange_charge
Is it possible to link a new card?,card_linking
I need to reverse a transaction,cancel_transfer
I want to get a refund.,request_refund
I am having a problem proving who I am,unable_to_verify_identity
I'm not familiar with a card payment.,card_payment_not_recognised
How long do I have to wait for my bank transfer to appear in my account?,balance_not_updated_after_bank_transfer
Where do I link the new card?,card_linking
what to do about stolen phone,lost_or_stolen_phone
Can it specifically be delivered on a certain date?,card_delivery_estimate
I made a cash withdrawal and was charged a fee incorrectly can you help with this?,cash_withdrawal_charge
I tried to make a cash withdrawal and it was declined. Why did this happen?,declined_cash_withdrawal
What steps do I have to take to change my PIN?,change_pin
Can cards be dispatched on a specific date?,card_delivery_estimate
Can you tell me if my pop-up went through?,top_up_failed
Why am I still waiting for my refund,Refund_not_showing_up
What's the top up limit?,top_up_limits
Why isn't my beneficiary allowed?,beneficiary_not_allowed
Can you tell me how to order a virtual card?,getting_virtual_card
The ATM ate my card; how do I get a new one?,card_swallowed
What needs to be provided for identity verification?,verify_my_identity
Will I know which exchange rate I will get?,exchange_rate
Why did the ATM take my card and keep it?,card_swallowed
Help!  I forgot my password.,passcode_forgotten
I transferred some money a couple days ago but haven't received it yet. How long should I expect to wait?,balance_not_updated_after_bank_transfer
I must change my PIN as soon as possible.,change_pin
I have a duplicate payment showing,transaction_charged_twice
Will there be a charge for exchanging foreign currency?,exchange_charge
How do I change my passcode?,passcode_forgotten
"There was an extra fee when I paid with my card, why was i charged this extra fee?",card_payment_fee_charged
The exchange rate is incorrect for my payment.,card_payment_wrong_exchange_rate
why is top up pending,pending_top_up
There was a charge applied when I used my card.,card_payment_fee_charged
Why is the transfer showing pending?,pending_transfer
what are the exchange rates for foreign currency ATMs,wrong_exchange_rate_for_cash_withdrawal
What US credit cards do you accept?,supported_cards_and_currencies
How many digits identify the top-up verification code?,verify_top_up
Why isn't my virtual card working?,virtual_card_not_working
"I am adding money, what currencies do you accept to do this?",supported_cards_and_currencies
Are there any limit on the auto top-up?,automatic_top_up
I don't want to verify my identity,why_verify_identity
I sent money and the recipient has not received their money after two weeks.,transfer_not_received_by_recipient
Please stop my purchase.,request_refund
Can you explain why the ATM is giving me less money than what I asked for?,wrong_amount_of_cash_received
What are the disposable cards used for?,get_disposable_virtual_card
I just had my card get declined at the ATM! I need to get money out but I am unable to.  Why has this happened?,declined_cash_withdrawal
Why has my top-up failed?,top_up_failed
What locations can a card be delivered to?,order_physical_card
Im not sure why Im being charged an extra fee just for purchasing an item from another country? I paid for the item and the shipping why am I getting charged extra?,transfer_fee_charged
"I have a question about ATM transactions. Can I take money out of an ATM when I'm traveling abroad? And, can I get the money in my home currancy?",wrong_exchange_rate_for_cash_withdrawal
How do I change my name after marriage,edit_personal_details
Is there a reason that the ATM declined my transaction?,declined_cash_withdrawal
I am missing my refund.,Refund_not_showing_up
In a recent withdrawal I received less cash than I expected to receive.  Did someone make an error with the exchange rate?,wrong_exchange_rate_for_cash_withdrawal
"I was charged a fee when I transferred my funds, why?",transfer_fee_charged
Do you accept SWIFT transfers?,top_up_by_bank_transfer_charge
I didn't buy this twice,transaction_charged_twice
The exchange rate was wrong?,wrong_exchange_rate_for_cash_withdrawal
I had to pay a fee when buying items with my card.,card_payment_fee_charged
Can you tell me what currency I can have?,fiat_currency_support
I moved.  I need to update my details.,edit_personal_details
Why do I need to verify my identity?,why_verify_identity
How many transactions can I make on my disposable card?,disposable_card_limits
I just got my card and cannot get it to work.,activate_my_card
Can I get a disposable virtual card?,get_disposable_virtual_card
Are there limits to businesses that will accept this card?,card_acceptance
"I went to withdraw some cash earlier today, but seems the ATM gave me the wrong amount of cash! The amount showing up in the app is a lot more",wrong_amount_of_cash_received
Are there top up charges for US cards?,top_up_by_card_charge
How do I get a card if I live in the US?,country_support
I didn't see any reason why my transfer was declined. What gives?,declined_transfer
How do I get my virtual card?,getting_virtual_card
I made a cash withdraw and it shows up as pending why is that?,pending_cash_withdrawal
How do I get a refund for something I bought?,request_refund
I see a direct debit charge that I did not approve,direct_debit_payment_not_recognised
Where is my new card? I have been waiting a week!,card_arrival
How can I transfer some money into a foreign account?,transfer_into_account
Supported countries,country_support
My payment was terminated,reverted_card_payment?
Why is there a direct debit to my account? I didn't do that.,direct_debit_payment_not_recognised
"I would like to exchange currencies, but is there an extra charge to do so?",exchange_charge
Where is my money that I transfered?!,balance_not_updated_after_bank_transfer
"I transferred money from the US, How long does it take?",transfer_timing
I have a top up that didn't go through.  Why?,top_up_failed
What proof of identification is needed?,verify_my_identity
What caused my transfer to fail?,failed_transfer
I need to terminate my account immediately.,terminate_account
I don't have a PIN at this point.,get_physical_card
Is there an exchange rate?,exchange_rate
"I no longer need AUD, I need GBP instead, how can I make this happen?",exchange_via_app
I didn't set up a direct debit payment on my account.,direct_debit_payment_not_recognised
Where should I look for my PIN number at?,get_physical_card
I could not transfer to a beneficiary,beneficiary_not_allowed
There is a debit paymet that I don't recognize.,direct_debit_payment_not_recognised
How do I use American express to top up my account?,supported_cards_and_currencies
I didn't make this payment!,card_payment_not_recognised
Do you support all fiat currencies?,fiat_currency_support
I received an extra charge for using the card. Why?,card_payment_fee_charged
One of my transactions needs to be canceled.,cancel_transfer
where do I request a disposable virtual card?,get_disposable_virtual_card
Hello. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?,failed_transfer
Is my card denied anywhere?,card_acceptance
How do I go forth on transferring money into my account?,transfer_into_account
What exactly is the exchange fee?,exchange_charge
I just got a new card how do I get it to start working?,activate_my_card
I want a reason as to why my beneficiary is not allowed?,beneficiary_not_allowed
Can I use American Express?,supported_cards_and_currencies
"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",cancel_transfer
Do you offer SWIFT transfers?,top_up_by_bank_transfer_charge
Is the PIN sent in another message?,get_physical_card
What options do I have when topping up a US card?,top_up_by_card_charge
Does the package with my card have tracking?,card_arrival
I'd like to discuss an order I placed quite a long time ago. I have yet to receive it and am growing upset.  I want a refund as I now refuse to pay for the product.,request_refund
I submitted my transfer but it has been pending for quite a while and I was wondering what takes so long? why hasn't it completed,pending_transfer
How can my friend give me money?,receiving_money
My card has been found. Is there any way for me to put it back into the app?,card_linking
Can you tell me why I wasn't able to complete my transfer?,failed_transfer
Can you tell me how to top up on my card?,topping_up_by_card
I look but I see no virtual card. Why is that?,getting_virtual_card
I didn't get all the cash I asked for,wrong_amount_of_cash_received
Can i receive transfers from my employer this way?,receiving_money
looking back on my transactions from a couple of months ago I have noticed a charge that is fairly large that I'm certain was not completed by me. I know it has been a while but can I please dispute this charge?,direct_debit_payment_not_recognised
I received my new card.  Where is it in the app?,card_linking
Does this card work everywhere?,card_acceptance
Can I use my card anywhere?,card_acceptance
How long does a transfer take?,pending_transfer
Can I get a spare card for someone else to use?,getting_spare_card
Where can I see the source of my money?,verify_source_of_funds
How do I go about setting up an account for my daughter?,age_limit
Why do I have duplicate transactions for one purchase?,transaction_charged_twice
I have a second credit card from the US. Will you take it?,supported_cards_and_currencies
Where is my money? I transfered it and it isn't in my account.,balance_not_updated_after_bank_transfer
Does it cost anything to top up?,top_up_by_card_charge
Are there any specific ATMs that this card can be used at?,atm_support
I have forgotten my passcode,passcode_forgotten
What should I do if I think that someone else may be using my card.,compromised_card
"I think something went wrong, I didn't get the right amount.",wrong_amount_of_cash_received
Is there a way to find an ATM around me?,atm_support
Please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,declined_transfer
I need a new card and I live in the United States.,country_support
Why was I charged a fee for debit or credit card payment?,card_payment_fee_charged
My throwaway virtual card won't work,virtual_card_not_working
Can you give me the restrictions of the disposable cards?,disposable_card_limits
I need to transfer funds from China and quick expedition is crucial. Approximately how long does it take for a transfer from China to go through?,transfer_timing
What is the formula for your exchange rate?,exchange_rate
Where can I find my card PIN?,get_physical_card
"My card payment reverted back, I think.",reverted_card_payment?
Atm took my card,card_swallowed
"I received my card, how do I get it to show in the app?",card_linking
When would my card be charged an extra fee for a transaction?,card_payment_fee_charged
What should I do if my physical card isn't working?,card_not_working
Is it normal to get charged extra when i use my card?,card_payment_fee_charged
My cash deposit from a week ago is still not in my account. Can you help me please?,balance_not_updated_after_cheque_or_cash_deposit
2 weeks ago I ordered my new card.  It isn't here.  What should I do?,card_arrival
Where can I find my fund information?,verify_source_of_funds
The date my card expires is coming up,card_about_to_expire
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,card_payment_wrong_exchange_rate
I tried to do a transfer but it didn't go through.,failed_transfer
What countries are you located in?,country_support
I don't need to transfer anymore and I want to cancel it.,cancel_transfer
Hey there's a fee for a transfer on my account.  Why?!,transfer_fee_charged
"I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",declined_cash_withdrawal
I would like to know any restrictions for the disposable cards.,disposable_card_limits
The app denied my top-up,top_up_failed
I want this amount reversed out of my account.,request_refund
Is there a limit on auto top-up?,automatic_top_up
Can I exchange currencies with my account?,exchange_via_app
"I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.",transfer_fee_charged
How do I top up my account with a bank transfer?,transfer_into_account
"I want to deposit funds, what payments are accepted?",supported_cards_and_currencies
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,transaction_charged_twice
How can I dispute a direct debit charge on my account?,direct_debit_payment_not_recognised
A wrong amount of cash we sent to me.,wrong_amount_of_cash_received
Why is my disposable card not working?,virtual_card_not_working
I am quite aggravated that I ordered online almost a month ago and I never got my package and I paid for it. I would really appreciate it if I could get a full refund back now.,request_refund
What do you need my identity details for?,why_verify_identity
What do I do to get a disposable virtual card?,get_disposable_virtual_card
I can't find the auto-top up option.,automatic_top_up
how to get virtual card,getting_virtual_card
How old do kids have to be to open an account?,age_limit
When will my funds transfer?,transfer_not_received_by_recipient
Where can I use a disposable card?,disposable_card_limits
Why is my money not in my account. I have already sent it out.,balance_not_updated_after_cheque_or_cash_deposit
Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Pls it's urgent,request_refund
I am still waiting on my bank transfer,balance_not_updated_after_bank_transfer
Where is my PIN number located?,get_physical_card
Is there a charge for exchanging foreign currencies?,exchange_charge
what is the price of a transfer?,top_up_by_bank_transfer_charge
I no longer want this can i cancel my purchase?,request_refund
"When I tried to pay for my bus ride, the contactless payment wouldn't work. How can I prevent this in the future?",contactless_not_working
How can I unblock a blocked pin number for my account?,pin_blocked
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",wrong_amount_of_cash_received
The terminal I paid at wouldn't take my card. Is something wrong?,contactless_not_working
Can my 8 year old grandson open an account at the bank?,age_limit
Do I need to order a new card before it expires?,card_about_to_expire
I have a fee for cash withdrawal,cash_withdrawal_charge
Why do I need to verify a top-up?,verify_top_up
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,transfer_not_received_by_recipient
Why does my account not accept cash deposits?,balance_not_updated_after_cheque_or_cash_deposit
Where can I have a new bank card sent to China?,card_about_to_expire
I was charged an incorrect exchange rate for a withdrawal.,wrong_exchange_rate_for_cash_withdrawal
"I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it",declined_cash_withdrawal
Why should I verify the top-up?,verify_top_up
Why did I receive an error message saying that my transfer was not possible?,beneficiary_not_allowed
I bought some stuff this morning but the payment shows as pending,pending_card_payment
Can you assist on apple watch top ups?,apple_pay_or_google_pay
What do i do to get a physical card?,order_physical_card
Will you accept a cheque to top up my account?,top_up_by_cash_or_cheque
What is the process to activate a card,activate_my_card
I am 16 and just started working at McDonalds can I deposit my checks at your bank?,age_limit
"I need to transfer money into my account, and I don't know how to do that.",transfer_into_account
My card is about to expire.  How do I get a new card?,card_about_to_expire
After transfering some money my balance hasn't changed.,balance_not_updated_after_bank_transfer
"Transferred to account is not successful, help please?",balance_not_updated_after_bank_transfer
Why can't I get cash from the ATM?,declined_cash_withdrawal
Do I get a choice between Visa and Mastercard?,visa_or_mastercard
Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place.,cancel_transfer
can you check why I wasn't able to top up?,top_up_failed
How long does it take for a money transfer to show up?,pending_transfer
Why do you need so much information about me,why_verify_identity
There's a payment showing in the app today even though I have not used my card at all. I want a refund.,direct_debit_payment_not_recognised
"How long does the ""pending"" period of a transfer take?",pending_transfer
How do I make contactless work,contactless_not_working
"My top-up was cancelled, could my bank be the problem?",top_up_reverted
Help me with my contactless which isn't working.,contactless_not_working
I am seeing an extra fee on my statement what is that for?,extra_charge_on_statement
I didn't see the money I added to my card.,top_up_failed
I've been waiting for a refund to show up and I don't see it on my statement yet.,Refund_not_showing_up
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?,direct_debit_payment_not_recognised
What currencies does google pay top up accept?,apple_pay_or_google_pay
Are you going to charge me to collect the money?,top_up_by_bank_transfer_charge
"If I have more than one disposable card, can I make five payments on each of them?",disposable_card_limits
It's been a few days since I've tried to pay a seller but the funds aren't going through. What is happening?,pending_card_payment
What do I do if the bank machine won't accept my PIN attempts anymore?,pin_blocked
Was there a problem with topping up?,top_up_failed
"I'm not in the UK, but can I still get a card?",country_support
Are there fees for adding money with an International card?,top_up_by_card_charge
I have a duplicate payment on my account,transaction_charged_twice
I transferred money but the balance hasn't changed.,balance_not_updated_after_bank_transfer
how can i exchange currencies,exchange_via_app
Help! I made a transfer in error and need to cancel it before it's complete!,cancel_transfer
"I tried to withdraw cash, but got declined!",declined_cash_withdrawal
I am not Happy with this product can i get a refund?,request_refund
Can my children have an account?,age_limit
Why was my ATM transaction cancelled?,declined_cash_withdrawal
Why did you charge a fee when I withdrew from an ATM?,cash_withdrawal_charge
Can you tell my why my card payment has been reverted.,reverted_card_payment?
Why can't I see the top up I made?,topping_up_by_card
What are the disposable virtual card limits?,disposable_card_limits
When will the card arrive?,card_delivery_estimate
Can I order a virtual card?,getting_virtual_card
How long will it take for the transfer to reach my account?,transfer_timing
I have a payment that is still pending,pending_card_payment
Why did the funds not transfer to another recipient?,transfer_not_received_by_recipient
What are the steps to finishing up with this account?,terminate_account
auto-top up option can be found where?,automatic_top_up
I attemped a transfer and it didn't go through.,failed_transfer
Is there a limit to auto top?,automatic_top_up
Where is my refund? it appears to be missing.,Refund_not_showing_up
Where do I locate topping up with cash.,top_up_by_cash_or_cheque
How do i cancel my transaction?,cancel_transfer
What documents do I need to get together to verify my identity?,verify_my_identity
What fiat currencies are used for exchange?,fiat_currency_support
What currencies do you accept for adding money to my account?,supported_cards_and_currencies
why was i chargged,transfer_fee_charged
"Hello, I have noticed a problem on my recent withdrawal at the banks atm machine.  I made a transaction and upon receiving my funds from the machine, a fee was assessed to my withdrawal.  Are these types of transactions free of charge?",cash_withdrawal_charge
I did a transaction to a wrong account!,cancel_transfer
Has my top up been reverted?,top_up_reverted
My card payment has been pending for a long time now. Why is it taking so long to take. It should have already made it through.,pending_card_payment
What are my payment options for topping off my account?,top_up_by_cash_or_cheque
How do I go about getting hold of a virtual card?,getting_virtual_card
How will I receive my PIN?,get_physical_card
Someone might be using my card that is not me.,compromised_card
I need a new card.,getting_spare_card
I would like to change my personal details.,edit_personal_details
The money is still in my account even though I already paid -- I don't understand what happened.,reverted_card_payment?
Why was a charged a fee for using the card?,card_payment_fee_charged
"I want to reactivate my card, I thought I had lost it but found it again this morning.",card_linking
What is the source of your exchange rates?,exchange_rate
I refilled my account balance but got an error message.,top_up_reverted
How do I change my address ?,edit_personal_details
Why did my card payment get declined?,declined_card_payment
Help! When will the card arrive at my home?,card_delivery_estimate
There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before.,card_payment_not_recognised
the exchange rate at which my card payment is at is wrong,card_payment_wrong_exchange_rate
I can't find my password,passcode_forgotten
Why did my top up get reverted?,top_up_reverted
Can my children get an account?,age_limit
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,card_payment_fee_charged
app does not recognize me,unable_to_verify_identity
Why are my purchases from this morning still pending?,pending_card_payment
I am looking to delete my account. I'm not happy with the service provided by you.,terminate_account
I am not happy with your service and request that my account be terminated!,terminate_account
I ordered something online a while ago and I haven't gotten it. I would like a refund.,request_refund
How will I get my card?,card_delivery_estimate
Can I have it add money at certain time intervals when I travel?,automatic_top_up
Why hasn't a transaction I did to my friend arrived yet?,transfer_not_received_by_recipient
Why is my transfer not showing,balance_not_updated_after_bank_transfer
"I show another charge on my card from when I used it, why?",card_payment_fee_charged
How do I get a new card when my old one expires?,card_about_to_expire
"You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images are clear and have no glare or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account.",unable_to_verify_identity
Why can't I add any beneficiary I choose?,beneficiary_not_allowed
Which US cards have top up charges?,top_up_by_card_charge
Is there a fee for extra cards?,getting_spare_card
I used the ATM machine to get money out for Holiday shopping and saw the outrageous charges. Why is that? I would not have used the ATM if I had known!,wrong_exchange_rate_for_cash_withdrawal
The amount of money I pushed at the atm machine did not come out of the machine.,wrong_amount_of_cash_received
How will I know where my funds are coming from?,verify_source_of_funds
I tried to buy something online yesterday but it kept saying declined. Tried another time today but same thing happened. What's Broken?,declined_transfer
What is the fastest that I can make a transfer?,transfer_timing
Do I need my phone to use the app?,lost_or_stolen_phone
"How can I get my money back on an order. I haven't gotten the item yet, so I want to cancel the order. How?",request_refund
Unknown direct deposit,direct_debit_payment_not_recognised
There is a duplicate payment on my card. Why?,transaction_charged_twice
Please help me get a virtual card.,getting_virtual_card
My phone was stolen,lost_or_stolen_phone
I would like a temporary virtual card,get_disposable_virtual_card
Where is the top-up verification code located?,verify_top_up
The item i bought exchanged rate was incorrect.,card_payment_wrong_exchange_rate
Hi I'm waiting for a refund for an item I bought. I have contacted the merchant directly but had nothing back. Can you tell me whether or not you are able to refund me for the item?,Refund_not_showing_up
How do I edit the personal details on my account?,edit_personal_details
"Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help.",top_up_reverted
Why are you charging me for ATM withdrawal? It has always been free before.,cash_withdrawal_charge
My card broke.,card_not_working
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,wrong_amount_of_cash_received
I am not seeing recent cash withdrawal on my account.,pending_cash_withdrawal
I want to choose a new PIN.,change_pin
What is the max I can top up?,top_up_limits
Why am I being charged a hidden fee?,card_payment_fee_charged
Why am I being charged to make cash withdrawals? I thought they were supposed to be free!,cash_withdrawal_charge
My virtual card won't work.,virtual_card_not_working
I got less cash than the one I specified in the ATM,wrong_amount_of_cash_received
Is my PIN recorded anywhere?,get_physical_card
Can I get money out of any machine?,atm_support
"Help, I was charged twice!",transaction_charged_twice
There is a odd withdrawal on my account.,cash_withdrawal_not_recognised
What ATM locations are near me?,atm_support
Will I get a visa or Mastercard?,visa_or_mastercard
I think my top up is still pending?,pending_top_up
are multiple currencies acceptable?,fiat_currency_support
How come my card doesn't work anymore?,card_not_working
"I made a bank transfer from my UK account today, but it's not showing.  Can you check status?",balance_not_updated_after_bank_transfer
Why hasn't the transaction I did arrive yet?,transfer_not_received_by_recipient
my google pay seems to be acting up.,apple_pay_or_google_pay
What should I do if I think someone is using my card without my permission?,compromised_card
I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow,cancel_transfer
Can I use my account if the identity verification is not complete?,why_verify_identity
"Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.",declined_transfer
"If I want to topup by card, how do I do it?",supported_cards_and_currencies
The app reverted my top up,top_up_reverted
I got an cancellation error when I was topping up.,top_up_reverted
Are both Visa and Mastercard offered?,visa_or_mastercard
I am perplexed. Why is it that I received an extremely wrong rate when I tried to use an ATM using a foreign currency?,wrong_exchange_rate_for_cash_withdrawal
I tried to do a transfer and it hasn't worked!,failed_transfer
Why did I get a fee for getting cash?,cash_withdrawal_charge
It seems someone used my card! There are a few transactions from a small town in the middle of nowhere that I definitely have not made! Please prevent them from using it immediately!,compromised_card
Why didn't my transfer to a beneficiary happen?,beneficiary_not_allowed
how do I get my card to show in the app?,card_linking
"who do I talk to, to cancel a transfer?",cancel_transfer
"lost phone, can i still access account?",lost_or_stolen_phone
I tried to make a transfer but it failed. will you tell me why?,failed_transfer
I transferred money but the balance did not update.,balance_not_updated_after_bank_transfer
I heard you have virtual cards. How do I get one?,getting_virtual_card
I am unable to get cash from the ATM,declined_cash_withdrawal
"If I exchange currencies frequently, is there a discount?",exchange_charge
What are the steps for the identity checks?,verify_my_identity
why can't my beneficiary make transactions?,beneficiary_not_allowed
How will I know when I can use the auto top-up feature?,automatic_top_up
Where can I find an ATM?,atm_support
What do I need to do for the card activation?,activate_my_card
What all is needed to verify the top-up card?,verify_top_up
How do I make an exchange from one currency to another?,exchange_via_app
Why does my identity need to be verified?,why_verify_identity
Would it be possible to activate my card?,activate_my_card
"Can I get a physical card for free, or is there a charge?",order_physical_card
The app is showing a direct debit transaction that I did not perform,direct_debit_payment_not_recognised
How old do you need to be to use the banks services?,age_limit
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?",transfer_not_received_by_recipient
What should I expect to be charged on a SEPA transfer?,top_up_by_bank_transfer_charge
Can it be delivered by a specific date?,card_delivery_estimate
An extra fee has been added to my card payment is this correct?,card_payment_fee_charged
where do I go to top up with cash?,top_up_by_cash_or_cheque
Could you send me and up date on the arrival of my card?,card_arrival
"My recent transfer needs to be cancelled immediately; it was a mistake, please can you cancel it before it goes through?",cancel_transfer
A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount,extra_charge_on_statement
"There is a pending transaction on my account, what does this mean?",pending_card_payment
I need help cancelling a transaction.,cancel_transfer
Do you have the best exchange rate?,exchange_rate
There is a problem with my card. Somebody has removed money from my account in a town I haven't been to. Can you please freeze my account immediately?,cash_withdrawal_not_recognised
Please check to see if the band transfer I made a while ago from my UK account has safely arrived.,balance_not_updated_after_bank_transfer
I tried to get cash out of the ATM but it is taking too long,pending_cash_withdrawal
"Hi, would you please activate my card?",activate_my_card
Why is my card payment still pending? It should have gone through already.,pending_card_payment
"I found my card, how can I use it again?",card_linking
"Would you please tell me the status of my refund request for a large purchase I made not long ago? I contacted the merchant nearly a week ago, but haven't received it.",Refund_not_showing_up
I can't see my refund in my history.,Refund_not_showing_up
"for god sake, just delete my account i am sick of this",terminate_account
Why would I get a decline message in a transfer?,declined_transfer
What are the top up charges for US cards?,top_up_by_card_charge
Do the disposable cards have any restrictions on them?,disposable_card_limits
Where do my funds come from?,verify_source_of_funds
There are some payments with my card that I don't know where they are coming from. Just checked today and it's been since a couple days as well! What to I do? Can I revert this retrospectively? My card needs to be frozen immediately as well!,card_payment_not_recognised
How do I dispute a direct debit transaction?,direct_debit_payment_not_recognised
How do I go forth on transferring a sum of money from one account to another?,transfer_into_account
Do i have to wait to get the pin or can i set up a pin,get_physical_card
Why did I get less money than I asked for?,wrong_amount_of_cash_received
What are the acceptable currencies for adding funds?,supported_cards_and_currencies
"Hello,  I am a college student who I recently attended my high school reunion at a local restaurant. I paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment. What could be the reason for this?  Is there any way to have the fraudulent  payment credited back onto my card?",transaction_charged_twice
My card payment has the wrong exchange rate,card_payment_wrong_exchange_rate
I didnt get the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal
Why can't I see my top up?,topping_up_by_card
Where did this extra €1 fee on my statement come from?,extra_charge_on_statement
Where are you present globally?,country_support
Is there a limit on top-ups?,top_up_limits
What limits are the to top-ups?,top_up_limits
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient
"Hello,  In my most recent ATM transaction, I didn't receive nearly as much cash as I thought I would - what is your exchange rate policy?",wrong_exchange_rate_for_cash_withdrawal
Top-up is loaded into the card and no update.,pending_top_up
It didn't give me my cash,wrong_amount_of_cash_received
Where can I find top up by cash deposit?,top_up_by_cash_or_cheque
How can get a Visa card?,visa_or_mastercard
I received less cash than the amount I specified in the ATM.,wrong_amount_of_cash_received
